Eject tips in A column 4,9.55,
Pickup tips from A column 10,14.35,
Move to Reagent Cartridge tray A column 5 with 200 uL tips,6.3,
Disengage magnet,0.25,
Aspirate 45 uLs with 200 uL tips at Low pressure 1 time,3.35,
Move to Mag Separator column 3 with 200 uL tips,8.88,
Dispense 45 uLs with 200 uL tips at Low pressure 1 time,4.1,
Mix 30 uLs with 200 uL tips at Low pressure 3 times,21.94,
Aspirate 5 uLs with 50 uL tips at Lowest pressure 1 time,3.19,
Move relative up by 50000,0.94,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,3.94,
Delay for 3 seconds,3.01,
Dispense 2 uLs with 50 uL tips at Lowest pressure 1 time,3.99,
Move relative down by 50000,0.96,
Delay for 1 minute,60.02,
Engage magnet,0.48,
Delay for 2 seconds,2.01,
Dispense 15 uLs with 200 uL tips at Low pressure 1 time,4.0,
Eject tips in A column 10,12.6,
Home pipettor fast,10.84,
