Move clamp C,3.89,
Move tray CD,7.68,
Move tray CD,7.72,
Move clamp D,0.28,
Move clamp C,0.27,
Move clamp B,0.29,
Move clamp A,0.27,
Move tray AB,7.71,
Move tray CD,7.66,
Move tray CD,7.68,
Move clamp C,0.11,
Move clamp C,9.46,
Move tray CD,7.7,
Move clamp C,0.1,
Move clamp C,9.51,
Move tray CD,7.53,
Move tray AB,7.7,
Move tray AB,7.76,
Move tray AB,7.73,
Move tray AB,7.64,
Eject tips,1.88,
Home pipettor,2.47,
Move relative left by 200000,3.16,
Move relative left by 100000,2.7,
Move relative left by 100000,2.7,
Home pipettor,35.92,
Move clamp B,10.02,
Move tray AB,7.64,
Move tray AB,7.68,
Move clamp A,0.09,
Move clamp A,0.08,
Move clamp A,0.09,
Move clamp A,9.69,
Move tray AB,7.7,
Move to Mag Separator column 10 with 200 uL tips moving up by 10000,15.01,
Move to Mag Separator column 10 with 200 uL tips moving up by 80000,10.71,
Move to Mag Separator column 10 with 50 uL tips moving up by 80000,10.69,
Move to Mag Separator column 10 with 50 uL tips moving up by 82000,12.99,
Move to Mag Separator column 10 with 50 uL tips moving up by 85000,12.98,
Move to Mag Separator column 10 with 50 uL tips moving up by 75000,12.96,
Pickup tips from B column 4,17.58,
Pickup tips from B column 6,16.85,
Move to Mag Separator column 10 with 50 uL tips moving up by 75000,9.77,
Aspirate 22 uLs with 50 uL tips at Low pressure 1 time,4.03,
Home pipettor along Z,6.61,
Move to Mag Separator column 10 with 50 uL tips moving up by 75000,7.75,
Dispense 22 uLs with 50 uL tips at Low pressure 1 time,4.04,
Home pipettor along Z,6.57,
Eject tips in B column 6,12.05,
Pickup tips from B column 7,22.06,
Move to Mag Separator column 10 with 50 uL tips moving up by 75000,9.77,
Aspirate 22 uLs with 50 uL tips at Low pressure 1 time,4.06,
Home pipettor along Z,6.58,
Move to Mag Separator column 10 with 50 uL tips moving up by 75000,7.75,
Dispense 22 uLs with 50 uL tips at Low pressure 1 time,4.09,
