Move to Heater/Shaker column 1 with 1000 uL tips,5.41,
Aspirate 860 uLs with 1000 uL tips at Low pressure 1 time,6.26,
Home pipettor along Z,4.0,
Shake on with an RPM of 1000,0.2,
Move to Sample Rack tray C with 1000 uL tips moving right by 5400 down by 400000,6.12,
Move relative left by 5400,0.91,
Move relative up by 100000,0.9,
Aspirate 50 uLs with 1000 uL tips at Low pressure 1 time,3.37,
Delay for 5 seconds,5.03,
Dispense 100 uLs with 1000 uL tips at Lowest pressure 10 times,55.09,
Move relative right by 5400,0.96,
Shake off,0.12,
