Move clamp B,5.4,
Move clamp D,8.19,
Move tray AB,7.95,
Move tray CD,7.93,
Home pipettor,2.78,
Pickup tips from A column 11,17.61,
Move to DG8 tray A column 1 with 200 uL tips,9.71,
Move to DG8 tray A column 2 with 200 uL tips,13.56,
Move to DG8 tray A column 3 with 200 uL tips,13.8,
Eject tips in A column 11,17.19,
Move to DG8 tray A column 3 without tips moving down by 677000,16.05,
Home pipettor,54.99,
Pickup tips from A column 11,17.69,
Move to DG8 tray A column 1 with 200 uL tips,9.63,
Eject tips in A column 11,16.89,
Move to DG8 tray B column 3 without tips moving down by 677000,16.02,
Home pipettor,53.61,
Pickup tips from A column 1,17.91,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 450000,8.08,
Pickup tips from A column 1,21.35,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 400000,8.08,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 370000,9.44,
Eject tips in A column 1,15.65,
Move Chip A,37.96,
Home pipettor,9.83,
Home pipettor,2.7,
Change Heater/Shaker Temperature to 60.0 C,20.1,
Engage magnet,0.46,
Home pipettor,17.41,
Change Heater/Shaker Temperature to 60.0 C,20.1,
Engage magnet,0.46,
Pickup tips from A column 1,17.98,
Move to Sample Rack tray A with 1000 uL tips,9.68,
Aspirate 1000 uLs with 1000 uL tips at High pressure 1 time,5.63,
Move to Heater/Shaker column 1 with 1000 uL tips,13.98,
Dispense 1000 uLs with 1000 uL tips at High pressure 1 time,6.56,
Delay for 2 seconds,2.02,
Dispense 50 uLs with 1000 uL tips at High pressure 1 time,4.08,
Move to Sample Rack tray A with 1000 uL tips,14.03,
Aspirate 1000 uLs with 1000 uL tips at High pressure 1 time,5.69,
Move to Heater/Shaker column 1 with 1000 uL tips,13.83,
Dispense 1000 uLs with 1000 uL tips at High pressure 1 time,6.61,
Delay for 2 seconds,2.02,
Dispense 50 uLs with 1000 uL tips at High pressure 1 time,4.08,
Move to Sample Rack tray A with 1000 uL tips,14.05,
Aspirate 1000 uLs with 1000 uL tips at High pressure 1 time,5.71,
Move to Heater/Shaker column 1 with 1000 uL tips,14.02,
Dispense 1000 uLs with 1000 uL tips at High pressure 1 time,6.6,
Delay for 2 seconds,2.01,
Dispense 50 uLs with 1000 uL tips at High pressure 1 time,4.07,
Move to Sample Rack tray A with 1000 uL tips,13.94,
Aspirate 1000 uLs with 1000 uL tips at High pressure 1 time,5.6,
