Change Heater/Shaker Temperature to 60.0 C,0.23,
Engage magnet,0.47,
Pickup tips from A column 1,12.71,
Move to Reagent Cartridge tray A column 1 with 1000 uL tips,5.46,
Aspirate 600 uLs with 1000 uL tips at Low pressure 1 time,5.35,
Move relative up 217000,0.92,
Dispense 600 uLs with 1000 uL tips at Low pressure 1 time,5.91,
Delay for 5 seconds,5.02,
Dispense 120 uLs with 1000 uL tips at Low pressure 1 time,4.38,
Move relative down 217000,0.97,
Aspirate 850 uLs with 1000 uL tips at Low pressure 1 time,6.21,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 300000,6.34,
Dispense 850 uLs with 1000 uL tips at Low pressure 1 time,6.75,
Delay for 5 seconds,5.04,
Dispense 170 uLs with 1000 uL tips at Low pressure 1 time,4.54,
Delay for 5 seconds,5.02,
Dispense 170 uLs with 1000 uL tips at Low pressure 1 time,4.49,
Move to Reagent Cartridge tray A column 2 with 1000 uL tips,6.27,
Shake on with an RPM of 1000,0.17,
Aspirate 600 uLs with 1000 uL tips at Low pressure 1 time,5.32,
Move relative up 217000,0.93,
Dispense 600 uLs with 1000 uL tips at Low pressure 1 time,5.86,
Delay for 5 seconds,5.02,
Dispense 120 uLs with 1000 uL tips at Low pressure 1 time,4.35,
Move relative down 217000,0.94,
Aspirate 850 uLs with 1000 uL tips at Low pressure 1 time,6.2,
Shake off,0.06,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 300000,6.32,
Dispense 850 uLs with 1000 uL tips at Low pressure 1 time,6.7,
Delay for 5 seconds,5.02,
Dispense 170 uLs with 1000 uL tips at Low pressure 1 time,4.46,
Delay for 5 seconds,5.01,
Dispense 170 uLs with 1000 uL tips at Low pressure 1 time,4.46,
Move to Reagent Cartridge tray A column 11 with 1000 uL tips,6.47,
Shake on with an RPM of 1000,0.17,
Aspirate 600 uLs with 1000 uL tips at Low pressure 1 time,5.32,
Move relative up 217000,0.92,
Dispense 600 uLs with 1000 uL tips at Low pressure 1 time,5.83,
Delay for 5 seconds,5.02,
Dispense 120 uLs with 1000 uL tips at Low pressure 1 time,4.35,
Move relative down 217000,0.93,
Aspirate 850 uLs with 1000 uL tips at Low pressure 1 time,6.15,
Shake off,0.05,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 300000,6.53,
Dispense 850 uLs with 1000 uL tips at Low pressure 1 time,6.74,
Delay for 5 seconds,5.01,
Dispense 170 uLs with 1000 uL tips at Low pressure 1 time,4.52,
Delay for 5 seconds,5.01,
Dispense 170 uLs with 1000 uL tips at Low pressure 1 time,4.47,
Move to Reagent Cartridge tray A column 12 with 1000 uL tips,6.52,
Shake on with an RPM of 1000,0.17,
Aspirate 600 uLs with 1000 uL tips at Low pressure 1 time,5.31,
Move relative up 217000,0.95,
Dispense 600 uLs with 1000 uL tips at Low pressure 1 time,5.92,
Delay for 5 seconds,5.03,
Dispense 120 uLs with 1000 uL tips at Low pressure 1 time,4.37,
Move relative down 217000,0.93,
Aspirate 850 uLs with 1000 uL tips at Low pressure 1 time,6.19,
Shake off,0.06,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 300000,6.46,
Dispense 850 uLs with 1000 uL tips at Low pressure 1 time,6.71,
Delay for 5 seconds,5.01,
Dispense 170 uLs with 1000 uL tips at Low pressure 1 time,4.48,
Delay for 5 seconds,5.01,
Dispense 170 uLs with 1000 uL tips at Low pressure 1 time,4.49,
Eject tips in A column 1,9.0,
Change Heater/Shaker Temperature to 37.0 C,0.17,
Shake on with an RPM of 1000,0.24,
Delay for 20 minutes,1200.02,
Pickup tips from A column 2,13.96,
Shake off,0.04,
Move to Heater/Shaker column 1 with 1000 uL tips,6.04,
Aspirate 900 uLs with 1000 uL tips at Low pressure 1 time,6.33,
Home pipettor along Z,3.97,
Shake on with an RPM of 1000,0.15,
Move to Sample Rack tray C with 1000 uL tips moving right by 5400 down by 400000,6.05,
Move relative left by 5400,0.93,
Move relative up by 100000,0.91,
Aspirate 50 uLs with 1000 uL tips at Low pressure 1 time,3.33,
Delay for 5 seconds,5.01,
Dispense 200 uLs with 1000 uL tips at Lowest pressure 5 times,37.55,
Move relative right by 5400,0.94,
Shake off,0.05,
Move to Heater/Shaker column 1 with 1000 uL tips,7.35,
Aspirate 900 uLs with 1000 uL tips at Low pressure 1 time,6.31,
Home pipettor along Z,3.97,
Shake on with an RPM of 1000,0.17,
Move to Sample Rack tray C with 1000 uL tips moving right by 5400 down by 400000,6.03,
Move relative left by 5400,0.93,
Move relative up by 100000,0.94,
Aspirate 50 uLs with 1000 uL tips at Low pressure 1 time,3.31,
Delay for 5 seconds,5.01,
Dispense 200 uLs with 1000 uL tips at Lowest pressure 5 times,37.56,
Move relative right by 5400,0.92,
Shake off,0.06,
Move to Heater/Shaker column 1 with 1000 uL tips,7.25,
Aspirate 900 uLs with 1000 uL tips at Low pressure 1 time,6.3,
Home pipettor along Z,3.97,
Shake on with an RPM of 1000,0.16,
Move to Sample Rack tray C with 1000 uL tips moving right by 5400 down by 400000,6.21,
Move relative left by 5400,0.93,
Move relative up by 100000,0.94,
Aspirate 50 uLs with 1000 uL tips at Low pressure 1 time,3.32,
Delay for 5 seconds,5.02,
Dispense 200 uLs with 1000 uL tips at Lowest pressure 5 times,37.7,
Move relative right by 5400,0.93,
Shake off,0.05,
Move to Heater/Shaker column 1 with 1000 uL tips,7.44,
Aspirate 900 uLs with 1000 uL tips at Low pressure 1 time,6.3,
Home pipettor along Z,3.98,
Shake on with an RPM of 1000,0.16,
Move to Sample Rack tray C with 1000 uL tips moving right by 5400 down by 400000,6.26,
Move relative left by 5400,0.94,
Move relative up by 100000,0.92,
Aspirate 50 uLs with 1000 uL tips at Low pressure 1 time,3.35,
Delay for 5 seconds,5.02,
Dispense 200 uLs with 1000 uL tips at Lowest pressure 5 times,37.8,
Move relative right by 5400,0.94,
Shake off,0.05,
Move to Heater/Shaker column 1 with 1000 uL tips,7.28,
Aspirate 900 uLs with 1000 uL tips at Low pressure 1 time,6.35,
Home pipettor along Z,3.97,
Shake on with an RPM of 1000,0.14,
Move to Sample Rack tray C with 1000 uL tips moving right by 5400 down by 400000,6.25,
Move relative left by 5400,0.93,
Move relative up by 100000,0.9,
Aspirate 50 uLs with 1000 uL tips at Low pressure 1 time,3.32,
Delay for 5 seconds,5.01,
Dispense 200 uLs with 1000 uL tips at Lowest pressure 5 times,37.72,
Move relative right by 5400,0.94,
Shake off,0.07,
Move to Heater/Shaker column 1 with 1000 uL tips,7.42,
Aspirate 900 uLs with 1000 uL tips at Low pressure 1 time,6.35,
Home pipettor along Z,3.95,
Shake on with an RPM of 1000,0.15,
Move to Sample Rack tray C with 1000 uL tips moving right by 5400 down by 400000,5.99,
Move relative left by 5400,0.96,
Move relative up by 100000,0.92,
Aspirate 50 uLs with 1000 uL tips at Low pressure 1 time,3.34,
Delay for 5 seconds,5.01,
Dispense 200 uLs with 1000 uL tips at Lowest pressure 5 times,37.77,
Move relative right by 5400,0.95,
Shake off,0.05,
Move to Heater/Shaker column 1 with 1000 uL tips,7.44,
Aspirate 900 uLs with 1000 uL tips at Low pressure 1 time,6.3,
Home pipettor along Z,4.01,
Shake on with an RPM of 1000,0.16,
Move to Sample Rack tray C with 1000 uL tips moving right by 5400 down by 400000,6.06,
Move relative left by 5400,0.95,
Move relative up by 100000,0.95,
Aspirate 50 uLs with 1000 uL tips at Low pressure 1 time,3.33,
Delay for 5 seconds,5.02,
Dispense 200 uLs with 1000 uL tips at Lowest pressure 5 times,37.7,
Move relative right by 5400,0.94,
Shake off,0.07,
Move to Heater/Shaker column 1 with 1000 uL tips,7.42,
Aspirate 860 uLs with 1000 uL tips at Low pressure 1 time,6.19,
Move relative up by 5000,0.95,
Move relative left by 6000,0.92,
Dispense 860 uLs with 1000 uL tips at High pressure 1 time,5.32,
Aspirate 860 uLs with 1000 uL tips at Low pressure 1 time,6.19,
Move relative right by 11000,0.96,
Dispense 860 uLs with 1000 uL tips at High pressure 1 time,5.19,
Aspirate 860 uLs with 1000 uL tips at Low pressure 1 time,6.18,
Move relative left by 5000,0.95,
Dispense 860 uLs with 1000 uL tips at High pressure 1 time,5.35,
Delay for 1 seconds,1.02,
Move relative up by 300000,1.67,
Dispense 200 uLs with 1000 uL tips at High pressure 1 time,4.2,
Delay for 1 seconds,1.03,
Dispense 100 uLs with 1000 uL tips at High pressure 1 time,4.1,
Shake off,0.05,
Move to Heater/Shaker column 1 with 1000 uL tips,4.41,
Aspirate 900 uLs with 1000 uL tips at Low pressure 1 time,6.37,
Home pipettor along Z,4.01,
Shake on with an RPM of 1000,0.16,
Move to Sample Rack tray C with 1000 uL tips moving right by 5400 down by 400000,6.26,
Move relative left by 5400,0.94,
Move relative up by 100000,0.94,
Aspirate 50 uLs with 1000 uL tips at Low pressure 1 time,3.34,
Delay for 5 seconds,5.01,
Dispense 200 uLs with 1000 uL tips at Lowest pressure 2 times,15.03,
Move relative right by 5400,0.94,
Move to Mag Separator column 1 with 1000 uL tips moving up by 20000,7.64,
Dispense 600 uLs with 1000 uL tips at Low pressure 1 time,5.83,
Home pipettor along Z,4.26,
Delay for 2 minutes,120.0,
Move to Mag Separator column 1 with 1000 uL tips moving up by 20000,4.66,
Aspirate 400 uLs with 1000 uL tips at Low pressure 1 time,4.57,
Shake off,0.05,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 5000 left by 6000,6.52,
Dispense 400 uLs with 1000 uL tips at Low pressure 1 time,5.24,
Aspirate 500 uLs with 1000 uL tips at Low pressure 1 time,4.95,
Move relative right by 11000,0.91,
Dispense 500 uLs with 1000 uL tips at Low pressure 1 time,5.47,
Aspirate 500 uLs with 1000 uL tips at Low pressure 1 time,4.93,
Move relative left by 5000,0.93,
Dispense 500 uLs with 1000 uL tips at Low pressure 1 time,5.5,
Move relative down by 5000,0.94,
Aspirate 700 uLs with 1000 uL tips at Low pressure 1 time,5.69,
Move to Mag Separator column 1 with 1000 uL tips moving up by 80000,6.47,
Pause for user input -> Ok Pressed,4.24,
Dispense 700 uLs with 1000 uL tips at Low pressure 1 time,6.23,
Delay for 2 seconds,2.01,
Dispense 200 uLs with 1000 uL tips at Low pressure 1 time,4.59,
Home pipettor along Z,4.18,
Delay for 2 minutes,120.02,
Move to Mag Separator column 1 with 1000 uL tips moving up by 20000,4.62,
Aspirate 720 uLs with 1000 uL tips at Low pressure 1 time,5.7,
Move to Reagent Cartridge tray A column 1 with 1000 uL tips,7.88,
Dispense 720 uLs with 1000 uL tips at Low pressure 1 time,6.25,
Eject tips in A column 2,9.92,
Engage magnet,0.45,
Pickup tips from A column 3,14.21,
Disengage magnet,0.24,
Move to Reagent Cartridge tray A column 3 with 1000 uL tips,5.29,
Aspirate 250 uLs with 1000 uL tips at Low pressure 1 time,4.07,
Move to Mag Separator column 1 with 1000 uL tips moving up by 20000,7.63,
Dispense 250 uLs with 1000 uL tips at Low pressure 1 time,4.73,
Delay for 10 seconds,10.01,
Aspirate 200 uLs with 1000 uL tips at Low pressure 1 time,3.83,
Dispense 200 uLs with 1000 uL tips at Low pressure 1 time,4.59,
Aspirate 200 uLs with 1000 uL tips at Low pressure 1 time,3.8,
Dispense 200 uLs with 1000 uL tips at Low pressure 1 time,4.58,
Aspirate 200 uLs with 1000 uL tips at Low pressure 1 time,3.8,
Dispense 200 uLs with 1000 uL tips at Low pressure 1 time,4.57,
Engage magnet,0.46,
Delay for 20 seconds,20.02,
Aspirate 100 uLs with 1000 uL tips at Low pressure 1 time,3.49,
Dispense 100 uLs with 1000 uL tips at Low pressure 1 time,4.23,
Delay for 20 seconds,20.02,
Move relative up by 70000,0.95,
Dispense 100 uLs with 1000 uL tips at Low pressure 1 time,4.21,
Move relative down by 70000,0.91,
Delay for 120 seconds,120.02,
Aspirate 300 uLs with 1000 uL tips at Low pressure 1 time,4.24,
Move to Reagent Cartridge tray A column 11 with 1000 uL tips,8.12,
Dispense 300 uLs with 1000 uL tips at Low pressure 1 time,4.82,
Delay for 5 seconds,5.02,
Dispense 50 uLs with 1000 uL tips at Low pressure 1 time,4.09,
Delay for 5 seconds,5.01,
Dispense 50 uLs with 1000 uL tips at Low pressure 1 time,4.1,
Move to Reagent Cartridge tray A column 3 with 1000 uL tips,7.5,
Aspirate 500 uLs with 1000 uL tips at Low pressure 1 time,4.93,
Move to Mag Separator column 1 with 1000 uL tips moving up by 20000,7.64,
