Home pipettor,13.82,
Aspirate 20 uLs with 1000 uL tips at High pressure 1 time,4.31,
Aspirate 400 uLs with 1000 uL tips at High pressure 1 time,4.88,
Aspirate 200 uLs with 1000 uL tips at High pressure 1 time,4.67,
Aspirate 10 uLs with 1000 uL tips at High pressure 1 time,5.79,
Aspirate 10 uLs with 1000 uL tips at High pressure 1 time,5.74,
Pickup tips from A column 5,18.33,
Move to Mag Separator column 1 with 50 uL tips,10.43,
Aspirate 7 uLs with 50 uL tips at Low pressure 1 time,4.2,
Move to Mag Separator column 10 with 50 uL tips moving up by 78000,14.45,
Dispense 7 uLs with 50 uL tips at Low pressure 1 time,4.2,
Home pipettor,53.53,
Pickup tips from A column 5,18.32,
Move to Mag Separator column 1 with 50 uL tips,10.45,
Aspirate 9 uLs with 50 uL tips at Low pressure 1 time,4.55,
Move to Mag Separator column 10 with 50 uL tips moving up by 78000,14.5,
Dispense 9 uLs with 50 uL tips at Low pressure 1 time,4.35,
Home pipettor,53.49,
Move to Mag Separator column 1 with 50 uL tips,11.49,
Aspirate 9 uLs with 50 uL tips at Low pressure 1 time,5.88,
Move to Mag Separator column 10 with 50 uL tips moving up by 78000,14.48,
Dispense 9 uLs with 50 uL tips at Low pressure 1 time,5.73,
Delay for 3 seconds,3.02,
Dispense 2 uLs with 50 uL tips at High pressure 1 time,5.79,
Home pipettor,53.68,
Home pipettor,3.53,
Dispense 10 uLs with 50 uL tips at High pressure 1 time,5.8,
Dispense 20 uLs with 50 uL tips at High pressure 1 time,5.78,
Dispense 1000 uLs with 1000 uL tips at High pressure 1 time,8.32,
Move to Mag Separator column 1 with 50 uL tips,11.39,
Aspirate 20 uLs with 50 uL tips at Low pressure 1 time,4.69,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,14.68,
Dispense 20 uLs with 50 uL tips at Low pressure 1 time,4.41,
Delay for 3 seconds,3.02,
Dispense 5 uLs with 50 uL tips at High pressure 1 time,4.32,
Home pipettor,52.61,
Move to Mag Separator column 1 with 50 uL tips,11.48,
Aspirate 20 uLs with 50 uL tips at Low pressure 1 time,4.31,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,14.66,
Dispense 20 uLs with 50 uL tips at Low pressure 1 time,4.04,
Delay for 3 seconds,3.03,
Dispense 5 uLs with 50 uL tips at High pressure 1 time,4.03,
Home pipettor,52.59,
Eject tips in A column 5,12.05,
Home pipettor,41.88,
Pickup tips from A column 8,18.0,
Home pipettor,14.45,
Pickup tips from A column 8,17.98,
Move to Mag Separator column 3 with 50 uL tips moving up by 78000,10.39,
Aspirate 20 uLs with 50 uL tips at Low pressure 1 time,4.53,
Home pipettor,31.37,
Move to Mag Separator column 3 with 50 uL tips moving up by 78000,11.15,
Aspirate 20 uLs with 50 uL tips at Low pressure 1 time,4.64,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,14.19,
Dispense 20 uLs with 50 uL tips at Low pressure 1 time,4.36,
Home pipettor,14.38,
Pickup tips from A column 8,18.02,
Move to Mag Separator column 3 with 50 uL tips,10.39,
Aspirate 20 uLs with 50 uL tips at Low pressure 1 time,4.98,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,14.46,
Dispense 20 uLs with 50 uL tips at Low pressure 1 time,5.24,
Eject tips in A column 8,17.65,
Pickup tips from B column 5,22.93,
Move to Mag Separator column 3 with 50 uL tips,10.53,
Aspirate 9 uLs with 50 uL tips at Low pressure 1 time,6.01,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,14.41,
Dispense 9 uLs with 50 uL tips at Low pressure 1 time,15.38,
Mix 15 uLs with 50 uL tips at Low pressure 5 times,111.02,
Home pipettor along Z,6.62,
Pause for user input -> Cancel Pressed,379.15,
Home pipettor,31.36,
Pickup tips from A column 8,17.98,
Move to Reagent Cartridge tray A column 8 with 50 uL tips,9.46,
Aspirate 20 uLs with 50 uL tips at Low pressure 1 time,4.64,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,15.11,
Dispense 20 uLs with 50 uL tips at Low pressure 1 time,5.7,
Eject tips in A column 8,17.66,
Pickup tips from B column 5,22.94,
Move to Mag Separator column 3 with 50 uL tips,10.4,
Aspirate 9 uLs with 50 uL tips at Low pressure 1 time,5.88,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,14.4,
Dispense 9 uLs with 50 uL tips at Low pressure 1 time,6.04,
Move relative up by 200000,3.34,
Delay for 3 seconds,3.03,
Dispense 2 uLs with 50 uL tips at Low pressure 1 time,5.76,
Home pipettor along Z,6.12,
Home pipettor,31.19,
Eject tips in B column 5,12.24,
Pickup tips from A column 8,22.94,
Move to Reagent Cartridge tray A column 8 with 50 uL tips,9.39,
Aspirate 20 uLs with 50 uL tips at Low pressure 1 time,4.52,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,14.81,
Dispense 20 uLs with 50 uL tips at Low pressure 1 time,13.87,
Eject tips in A column 8,17.38,
Pickup tips from B column 5,22.57,
Move to Mag Separator column 3 with 50 uL tips,10.34,
Aspirate 9 uLs with 50 uL tips at Low pressure 1 time,5.79,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,14.19,
Dispense 9 uLs with 50 uL tips at Low pressure 1 time,5.85,
Move relative up by 200000,3.21,
Delay for 3 seconds,3.02,
Dispense 2 uLs with 50 uL tips at Low pressure 1 time,5.73,
Home pipettor along Z,6.19,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,7.8,
Mix 10 uLs with 50 uL tips at Low pressure 5 times,69.43,
Move relative up by 200000,3.19,
Delay for 3 seconds,3.02,
Dispense 2 uLs with 50 uL tips at Low pressure 1 time,5.68,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,12.62,
Home pipettor along Z,6.68,
Move to Mag Separator column 12 with 50 uL tips moving up by 78000,7.81,
Move to Mag Separator column 12 with 50 uL tips moving up by 79000,12.79,
