Pickup tips from A column 2,12.43,
Shake off,0.1,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 50000,5.93,
Aspirate 880 uLs with 1000 uL tips at Low pressure 1 time,6.4,
Home pipettor along Z,3.8,
Aspirate 20 uLs with 1000 uL tips at Low pressure 1 time,3.21,
Move to Sample Rack tray A with 1000 uL tips moving right by 5100 up by 260000,5.69,
Move relative left by 6400,0.97,
Shake on with an RPM of 1000,0.11,
Delay for 45 seconds,45.03,
Dispense 100 uLs with 1000 uL tips at Low pressure 1 time,4.27,
Delay for 5 seconds,5.04,
Dispense 180 uLs with 1000 uL tips at Low pressure 1 time,4.49,
Delay for 5 seconds,5.02,
Dispense 150 uLs with 1000 uL tips at Low pressure 1 time,4.36,
Delay for 5 seconds,5.02,
Dispense 150 uLs with 1000 uL tips at Low pressure 1 time,4.4,
Delay for 5 seconds,5.04,
Dispense 220 uLs with 1000 uL tips at Low pressure 1 time,4.71,
Move relative right by 6400,0.98,
Move to Mag Separator column 1 with 1000 uL tips moving up by 20000,7.64,
Shake off,0.05,
Dispense 80 uLs with 1000 uL tips at Low pressure 1 time,4.22,
Delay for 3 seconds,3.01,
Dispense 25 uLs with 1000 uL tips at Low pressure 1 time,3.94,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 50000,6.36,
Aspirate 880 uLs with 1000 uL tips at Low pressure 1 time,6.5,
Home pipettor along Z,3.84,
Aspirate 20 uLs with 1000 uL tips at Low pressure 1 time,3.21,
Move to Sample Rack tray A with 1000 uL tips moving right by 5100 up by 260000,5.93,
Move relative left by 6400,0.99,
Shake on with an RPM of 1000,0.18,
Delay for 45 seconds,45.02,
Dispense 100 uLs with 1000 uL tips at Low pressure 1 time,4.28,
Delay for 5 seconds,5.02,
Dispense 180 uLs with 1000 uL tips at Low pressure 1 time,4.56,
Delay for 5 seconds,5.02,
Dispense 150 uLs with 1000 uL tips at Low pressure 1 time,4.37,
Delay for 5 seconds,5.04,
Dispense 150 uLs with 1000 uL tips at Low pressure 1 time,4.39,
Delay for 5 seconds,5.02,
Dispense 220 uLs with 1000 uL tips at Low pressure 1 time,4.66,
Move relative right by 6400,0.96,
Move to Mag Separator column 1 with 1000 uL tips moving up by 20000,7.64,
Shake off,0.05,
Dispense 80 uLs with 1000 uL tips at Low pressure 1 time,4.22,
Delay for 3 seconds,3.03,
Dispense 25 uLs with 1000 uL tips at Low pressure 1 time,4.02,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 50000,6.44,
Aspirate 880 uLs with 1000 uL tips at Low pressure 1 time,6.62,
Home pipettor along Z,3.85,
Aspirate 20 uLs with 1000 uL tips at Low pressure 1 time,3.25,
Move to Sample Rack tray A with 1000 uL tips moving right by 5100 up by 260000,6.01,
Move relative left by 6400,0.97,
Shake on with an RPM of 1000,0.22,
Delay for 45 seconds,45.03,
Dispense 100 uLs with 1000 uL tips at Low pressure 1 time,4.27,
Delay for 5 seconds,5.04,
Dispense 180 uLs with 1000 uL tips at Low pressure 1 time,4.51,
Delay for 5 seconds,5.02,
Dispense 150 uLs with 1000 uL tips at Low pressure 1 time,4.42,
Delay for 5 seconds,5.04,
Dispense 150 uLs with 1000 uL tips at Low pressure 1 time,4.34,
Delay for 5 seconds,5.01,
Dispense 220 uLs with 1000 uL tips at Low pressure 1 time,4.63,
Move relative right by 6400,0.99,
Move to Mag Separator column 1 with 1000 uL tips moving up by 20000,7.84,
Shake off,0.06,
Dispense 80 uLs with 1000 uL tips at Low pressure 1 time,4.23,
Delay for 3 seconds,3.03,
Dispense 25 uLs with 1000 uL tips at Low pressure 1 time,3.98,
Move to Heater/Shaker column 1 with 1000 uL tips moving up by 50000,6.41,
Aspirate 880 uLs with 1000 uL tips at Low pressure 1 time,6.54,
Home pipettor along Z,3.83,
Aspirate 20 uLs with 1000 uL tips at Low pressure 1 time,3.27,
Move to Sample Rack tray A with 1000 uL tips moving right by 5100 up by 260000,5.89,
Move relative left by 6400,0.96,
Shake on with an RPM of 1000,0.18,
Delay for 45 seconds,45.02,
