Thermocycle Pre-Amp at 82 C for 3 minutes and cycle 6 times between 82 C for 120 seconds and 53 C for 240 seconds,2424.73,
Change Heater/Shaker Temperature to 60.0 C,0.07,
Engage magnet,0.44,
Pickup tips from A column 1,16.81,
Move to Sample Rack tray A with 1000 uL tips,8.42,
Aspirate 1000 uLs with 1000 uL tips at Low pressure 1 time,7.94,
Move to Heater/Shaker column 1 with 1000 uL tips,13.03,
Dispense 1000 uLs with 1000 uL tips at Low pressure 1 time,6.95,
Delay for 2 seconds,2,
Dispense 50 uLs with 1000 uL tips at Low pressure 1 time,4.07,
Move to Sample Rack tray A with 1000 uL tips,13.27,
Aspirate 1000 uLs with 1000 uL tips at Low pressure 1 time,8.05,
Move to Heater/Shaker column 1 with 1000 uL tips,13.03,
Dispense 1000 uLs with 1000 uL tips at Low pressure 1 time,7.92,
Delay for 2 seconds,2.01,
Dispense 50 uLs with 1000 uL tips at Low pressure 1 time,4.06,
Move to Sample Rack tray A with 1000 uL tips,13.41,
Aspirate 1000 uLs with 1000 uL tips at Low pressure 1 time,7.88,
Move to Heater/Shaker column 1 with 1000 uL tips,13.25,
Dispense 1000 uLs with 1000 uL tips at Low pressure 1 time,13.7,
Delay for 2 seconds,2.01,
Dispense 50 uLs with 1000 uL tips at Low pressure 1 time,5.71,
Dispense 900 uLs with 1000 uL tips at Low pressure 1 time,6.63,
Pickup tips from A column 1,16.69,
Move to Heater/Shaker column 1 with 1000 uL tips,8.03,
Aspirate 500 uLs with 1000 uL tips at Low pressure 1 time,13.68,
Move relative up by 500000,4.02,
Delay for 5 seconds,5.01,
Dispense 500 uLs with 1000 uL tips at Low pressure 1 time,5.57,
Delay for 3 seconds,3.01,
Dispense 50 uLs with 1000 uL tips at Low pressure 1 time,4.1,
Aspirate 500 uLs with 1000 uL tips at Low pressure 1 time,13.69,
Move relative up by 500000,4.01,
Delay for 5 seconds,5.01,
Dispense 500 uLs with 1000 uL tips at Low pressure 1 time,5.56,
Delay for 3 seconds,3.01,
Dispense 50 uLs with 1000 uL tips at Low pressure 1 time,4.08,
Aspirate 500 uLs with 1000 uL tips at Low pressure 1 time,13.61,
Move relative up by 500000,4.02,
Delay for 5 seconds,5.01,
Dispense 500 uLs with 1000 uL tips at Low pressure 1 time,5.57,
Delay for 3 seconds,3.01,
Dispense 50 uLs with 1000 uL tips at Low pressure 1 time,4.07,
Aspirate 500 uLs with 1000 uL tips at Low pressure 1 time,13.6,
Aspirate 500 uLs with 1000 uL tips at High pressure 1 time,13.64,
,2753.39,0.764830556
