Aspirate 25 uLs with 200 uL tips at Low pressure 1 time,3.41,
Move to DG8 tray D column 3 with 200 uL tips moving left by 200 up by 591500,7.8,
Move relative right by 1000,0.91,
Move relative down by 1500,0.97,
Dispense 10 uLs with 200 uL tips at Lowest pressure 1 time,4.1,
Aspirate 15 uLs with 200 uL tips at Lowest pressure 1 time,4.03,
Delay for 15 seconds,15.03,
Dispense 5 uLs with 200 uL tips at Lowest pressure 1 time,4.03,
Aspirate 10 uLs with 200 uL tips at Lowest pressure 1 time,3.54,
Delay for 5 seconds,5.03,
Home pipettor,40.49,
