Pickup tips from A column 1,12.66,
Move to Heater/Shaker column 1 with 1000 uL tips,5.88,
Aspirate 860 uLs with 1000 uL tips at Low pressure 1 time,8.99,
Home pipettor along Z,3.9,
Shake on with an RPM of 1000,0.15,
Move to Sample Rack tray C with 1000 uL tips moving right by 5400 down by 400000,6.07,
Move relative left by 5400,0.94,
Move relative up by 100000,0.92,
Aspirate 50 uLs with 1000 uL tips at Low pressure 1 time,3.34,
Delay for 45 seconds,45.02,
Dispense 1000 uLs with 1000 uL tips at Low pressure 1 time,13.61,
Delay for 1 seconds,1.01,
Dispense 100 uLs with 1000 uL tips at Low pressure 1 time,4.58,
Delay for 1 seconds,1.02,
Dispense 100 uLs with 1000 uL tips at Low pressure 1 time,4.62,
Move relative right by 5400,0.9,
Shake off,0.05,
Pause for user input -> Cancel Pressed,10.02,
