Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=128845, velocity='800000'),4.99,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),4.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-40000, velocity='300000'),0.89,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-40000, velocity='3200000'),0.89,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1000000, velocity='800000'),3.34,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-800000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-900000, velocity='800000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1000000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1013972, velocity='800000'),0.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-513972, velocity='800000'),2.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-713972, velocity='800000'),1.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-713972, velocity='800000'),0.98,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),17.28,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-40000, velocity='300000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-200000, velocity='3200000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-700000, velocity='800000'),2.64,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-900000, velocity='800000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-950000, velocity='800000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1000000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-950000, velocity='800000'),0.95,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),26.31,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-900000, velocity='800000'),3.08,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1000000, velocity='800000'),0.95,
Wait 3 seconds,delay,3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-800000, velocity='800000'),0.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=88231, velocity='800000'),4.95,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),4.3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-40000, velocity='300000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-200000, velocity='3200000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-900000, velocity='800000'),3.09,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-950000, velocity='800000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-970000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-990000, velocity='800000'),0.98,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-590000, velocity='800000'),1.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-890000, velocity='800000'),1.64,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-990000, velocity='800000'),0.97,
Wait 3 seconds,delay,3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-590000, velocity='800000'),1.88,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-890000, velocity='800000'),1.69,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-990000, velocity='800000'),0.93,
Wait 0.5 seconds,delay,0.5,
Wait 0.25 seconds,delay,0.25,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 3 seconds,delay,3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-790000, velocity='800000'),0.99,
Wait 3 seconds,delay,3,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=100, turn_off_air_valve=True),6.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1546000, velocity='80000'),0.95,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),49.53,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-40000, velocity='300000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-200000, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-900000, velocity='800000'),3.08,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1000000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-80000, velocity='300000'),0.99,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-400000, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-900000, velocity='800000'),3.01,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-40000, velocity='300000'),0.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1000000, velocity='800000'),0.98,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-600000, velocity='800000'),1.9,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),19.45,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=100646, velocity='800000'),4.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-209850, velocity='300000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-823000, velocity='3200000'),0.96,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),4.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-40000, velocity='300000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-200000, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-900000, velocity='800000'),3.04,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1000000, velocity='800000'),0.94,
Wait 0.5 seconds,delay,0.5,
Wait 0.25 seconds,delay,0.25,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
