Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.73,
Wait 3 seconds,delay,3,
Wait 5 seconds,delay,5,
Wait 5 seconds,delay,5,
Wait 3 minutes,delay,180.0,
Wait 30 seconds,delay,30,
Wait 40 seconds,delay,40,
Wait 30 seconds,delay,30,
Wait 40 seconds,delay,40,
Wait 30 seconds,delay,30,
Wait 40 seconds,delay,40,
Wait 30 seconds,delay,30,
Wait 40 seconds,delay,40,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.18,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1090000, velocity='80000'),1.77,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1100000, velocity='80000'),1.79,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1095000, velocity='80000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1085000, velocity='80000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1090000, velocity='80000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1095000, velocity='80000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-209500, velocity='20000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-214500, velocity='20000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-209500, velocity='20000'),1.56,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-214500, velocity='20000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-209500, velocity='20000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-214500, velocity='20000'),1.56,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-214000, velocity='20000'),1.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-213500, velocity='20000'),1.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-213000, velocity='20000'),1.14,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-213500, velocity='20000'),1.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1052500, velocity='80000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1057500, velocity='80000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-857500, velocity='80000'),5.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1057500, velocity='80000'),5.82,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1062500, velocity='80000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1067500, velocity='80000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-219400, velocity='20000'),1.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-218900, velocity='20000'),1.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1055500, velocity='80000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1060500, velocity='80000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1065500, velocity='80000'),1.57,
Wait 3 minutes,delay,180.0,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Wait 40 seconds,delay,40,
Wait 60 seconds,delay,60,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.09,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.05,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),3.9,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),3.92,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.08,
