Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),20.15,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-500000, velocity='80000'),12.32,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-800000, velocity='80000'),8.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1100000, velocity='80000'),8.16,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-473200, velocity='20000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1200000, velocity='80000'),3.89,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-473300, velocity='20000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1250000, velocity='80000'),2.76,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1280000, velocity='80000'),2.28,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1180000, velocity='80000'),3.86,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1260000, velocity='80000'),3.43,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1270000, velocity='80000'),1.83,
