Wait 240 seconds,delay,240,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.04,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-251700, velocity='20000'),0.69,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-251900, velocity='20000'),0.68,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-252100, velocity='20000'),0.69,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-252300, velocity='20000'),0.68,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-252500, velocity='20000'),0.69,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-252700, velocity='20000'),0.69,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-955000, velocity='80000'),7.76,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-202700, velocity='20000'),5.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1255000, velocity='80000'),7.78,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
Wait 40 seconds,delay,40,
Wait 75 seconds,delay,75,
