Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),44.87,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.13,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-100, pipette_tip_type=1000),10.05,
Dispense 860 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8600, pressure=100, turn_off_air_valve=True),7.09,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),51.78,
Wait 3 seconds,delay,3,
Wait 2 seconds,delay,2,
Wait 2 seconds,delay,2,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),52.26,
Wait 3 seconds,delay,3,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),33.42,
Wait 2 seconds,delay,2,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-100, pipette_tip_type=1000),9.91,
Dispense 860 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8600, pressure=100, turn_off_air_valve=True),7.06,
