Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=81381, velocity='800000'),3.8,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1114500, velocity='800000'),0.97,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),3.99,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-5026, velocity='3200000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-10026, velocity='3200000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-20026, velocity='3200000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-40026, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-90026, velocity='3200000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-140026, velocity='3200000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-190026, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-240026, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-290026, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-340026, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-390026, velocity='3200000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-440026, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-490026, velocity='3200000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-540026, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-310000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-315000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-320000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-330000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-340000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-390000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-440000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-490000, velocity='800000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-540000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-590000, velocity='800000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-640000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-690000, velocity='800000'),0.89,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-740000, velocity='800000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-790000, velocity='800000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-840000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-890000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-940000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-10002, velocity='300000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-545026, velocity='3200000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-550026, velocity='3200000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-555026, velocity='3200000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-560026, velocity='3200000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-565026, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-570026, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-575026, velocity='3200000'),0.94,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),3.96,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),3.99,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),3.98,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),4.0,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),3.99,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),3.98,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-12002, velocity='300000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-573026, velocity='3200000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-942000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-944000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-946000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-948000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-950000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-955000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-960000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-965000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-970000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-975000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-980000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-985000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-990000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-995000, velocity='800000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1000000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1005000, velocity='800000'),0.89,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1010000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-571026, velocity='3200000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-569026, velocity='3200000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-568026, velocity='3200000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-13002, velocity='300000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-12002, velocity='300000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1011000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1012000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1013000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1014000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1015000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1016000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1017000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1018000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1019000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1020000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1021000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1022000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1023000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1024000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1025000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1026000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1027000, velocity='800000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1028000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1029000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1030000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1031000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-567526, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-567026, velocity='3200000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-566526, velocity='3200000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-566026, velocity='3200000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-565526, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-565026, velocity='3200000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-564526, velocity='3200000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-564026, velocity='3200000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-563526, velocity='3200000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-563026, velocity='3200000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1031500, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1032000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1032500, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1033000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1033500, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1034000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1034500, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1035000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1035500, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1036000, velocity='800000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1036500, velocity='800000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1037000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1037500, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1038000, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1038500, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1039500, velocity='800000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1040500, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1041500, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1042500, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1043500, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1044500, velocity='800000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1045500, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1046500, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1047500, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1048500, velocity='800000'),0.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1049500, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1050500, velocity='800000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1051500, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1052500, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1053500, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1054500, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1055500, velocity='800000'),0.95,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=10, turn_off_air_valve=True),13.59,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),13.67,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),30.91,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),30.53,
Wait 600 seconds,delay,600,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 50 seconds,delay,50,
Wait 100 seconds,delay,100,
Wait 900 seconds,delay,900,
Wait 600 seconds,delay,600,
Wait 1800 seconds,delay,1800,
