Seyonic Pipettor Initializing...,Tue Jun  6 13:21:42 2023,
dispense(pressure=10),Tue Jun  6 13:21:43 2023,
set_pressure(pressure=10; direction=1),Tue Jun  6 13:21:43 2023,
set_pressure(pressure=0; direction=1),Tue Jun  6 13:21:46 2023,
