Seyonic Pipettor Initializing...,Fri Jun 30 09:59:19 2023,
dispense(pressure=10),Fri Jun 30 09:59:20 2023,
set_pressure(pressure=10; direction=1),Fri Jun 30 09:59:20 2023,
set_pressure(pressure=0; direction=1),Fri Jun 30 09:59:32 2023,
