Seyonic Pipettor Initializing...,Thu Jul  6 11:29:38 2023,
dispense(pressure=100),Thu Jul  6 11:29:39 2023,
set_pressure(pressure=100; direction=1),Thu Jul  6 11:29:39 2023,
set_pressure(pressure=0; direction=1),Thu Jul  6 11:29:41 2023,
