Seyonic Pipettor Initializing...,Tue Jun  6 13:22:34 2023,
set_pressure(pressure=-13; direction=None),Tue Jun  6 13:22:43 2023,
close_valve(channel=0),Tue Jun  6 13:22:46 2023,
set_pressure(pressure=0; direction=2),Tue Jun  6 13:22:47 2023,
set_pressure(pressure=-13; direction=None),Tue Jun  6 13:22:51 2023,
close_valve(channel=0),Tue Jun  6 13:22:52 2023,
set_pressure(pressure=0; direction=2),Tue Jun  6 13:22:53 2023,
