Seyonic Pipettor Initializing...,Thu Sep 28 11:22:24 2023,
dispense(pressure=100),Thu Sep 28 11:22:25 2023,
set_pressure(pressure=100; direction=1),Thu Sep 28 11:22:25 2023,
set_pressure(pressure=0; direction=1),Thu Sep 28 11:22:27 2023,
