Seyonic Pipettor Initializing...,Wed Aug  2 09:54:38 2023,
dispense(pressure=20),Wed Aug  2 09:54:39 2023,
set_pressure(pressure=20; direction=1),Wed Aug  2 09:54:39 2023,
set_pressure(pressure=0; direction=1),Wed Aug  2 09:54:41 2023,
dispense(pressure=20),Wed Aug  2 09:54:43 2023,
set_pressure(pressure=20; direction=1),Wed Aug  2 09:54:43 2023,
set_pressure(pressure=0; direction=1),Wed Aug  2 09:54:45 2023,
dispense(pressure=20),Wed Aug  2 09:54:47 2023,
set_pressure(pressure=20; direction=1),Wed Aug  2 09:54:47 2023,
set_pressure(pressure=0; direction=1),Wed Aug  2 09:54:49 2023,
