Seyonic Pipettor Initializing...,Fri Jul 28 10:30:58 2023,
dispense(pressure=20),Fri Jul 28 10:30:59 2023,
set_pressure(pressure=20; direction=1),Fri Jul 28 10:30:59 2023,
set_pressure(pressure=0; direction=1),Fri Jul 28 10:31:01 2023,
