Seyonic Pipettor Initializing...,Mon Jul 24 14:39:56 2023,
set_pressure(pressure=-100; direction=None),Mon Jul 24 14:40:16 2023,
close_valve(channel=0),Mon Jul 24 14:40:17 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:40:18 2023,
dispense(pressure=100),Mon Jul 24 14:40:29 2023,
set_pressure(pressure=100; direction=1),Mon Jul 24 14:40:29 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:40:31 2023,
dispense(pressure=100),Mon Jul 24 14:40:35 2023,
set_pressure(pressure=100; direction=1),Mon Jul 24 14:40:35 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:40:37 2023,
set_pressure(pressure=-100; direction=None),Mon Jul 24 14:40:40 2023,
close_valve(channel=0),Mon Jul 24 14:40:41 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:40:42 2023,
dispense(pressure=100),Mon Jul 24 14:40:45 2023,
set_pressure(pressure=100; direction=1),Mon Jul 24 14:40:45 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:40:47 2023,
set_pressure(pressure=-100; direction=None),Mon Jul 24 14:40:51 2023,
close_valve(channel=0),Mon Jul 24 14:40:52 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:40:53 2023,
dispense(pressure=100),Mon Jul 24 14:40:56 2023,
set_pressure(pressure=100; direction=1),Mon Jul 24 14:40:56 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:40:58 2023,
set_pressure(pressure=-100; direction=None),Mon Jul 24 14:41:02 2023,
close_valve(channel=0),Mon Jul 24 14:41:03 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:41:05 2023,
dispense(pressure=100),Mon Jul 24 14:41:08 2023,
set_pressure(pressure=100; direction=1),Mon Jul 24 14:41:08 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:41:10 2023,
set_pressure(pressure=-20; direction=None),Mon Jul 24 14:41:14 2023,
close_valve(channel=0),Mon Jul 24 14:41:15 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:41:16 2023,
dispense(pressure=20),Mon Jul 24 14:41:18 2023,
set_pressure(pressure=20; direction=1),Mon Jul 24 14:41:18 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:41:20 2023,
dispense(pressure=20),Mon Jul 24 14:41:25 2023,
set_pressure(pressure=20; direction=1),Mon Jul 24 14:41:25 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:41:27 2023,
set_pressure(pressure=-20; direction=None),Mon Jul 24 14:41:30 2023,
close_valve(channel=0),Mon Jul 24 14:41:31 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:41:32 2023,
dispense(pressure=20),Mon Jul 24 14:41:51 2023,
set_pressure(pressure=20; direction=1),Mon Jul 24 14:41:51 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:41:53 2023,
set_pressure(pressure=-100; direction=None),Mon Jul 24 14:42:27 2023,
close_valve(channel=0),Mon Jul 24 14:42:28 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:42:29 2023,
dispense(pressure=100),Mon Jul 24 14:42:40 2023,
set_pressure(pressure=100; direction=1),Mon Jul 24 14:42:40 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:42:42 2023,
dispense(pressure=100),Mon Jul 24 14:42:46 2023,
set_pressure(pressure=100; direction=1),Mon Jul 24 14:42:46 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:42:48 2023,
set_pressure(pressure=-100; direction=None),Mon Jul 24 14:42:51 2023,
close_valve(channel=0),Mon Jul 24 14:42:52 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:42:53 2023,
dispense(pressure=100),Mon Jul 24 14:42:56 2023,
set_pressure(pressure=100; direction=1),Mon Jul 24 14:42:56 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:42:58 2023,
set_pressure(pressure=-100; direction=None),Mon Jul 24 14:43:02 2023,
close_valve(channel=0),Mon Jul 24 14:43:03 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:43:04 2023,
dispense(pressure=100),Mon Jul 24 14:43:07 2023,
set_pressure(pressure=100; direction=1),Mon Jul 24 14:43:07 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:43:09 2023,
set_pressure(pressure=-100; direction=None),Mon Jul 24 14:43:13 2023,
close_valve(channel=0),Mon Jul 24 14:43:14 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:43:15 2023,
dispense(pressure=100),Mon Jul 24 14:43:18 2023,
set_pressure(pressure=100; direction=1),Mon Jul 24 14:43:18 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:43:20 2023,
set_pressure(pressure=-20; direction=None),Mon Jul 24 14:43:25 2023,
close_valve(channel=0),Mon Jul 24 14:43:25 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:43:27 2023,
dispense(pressure=20),Mon Jul 24 14:43:29 2023,
set_pressure(pressure=20; direction=1),Mon Jul 24 14:43:29 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:43:31 2023,
dispense(pressure=20),Mon Jul 24 14:43:36 2023,
set_pressure(pressure=20; direction=1),Mon Jul 24 14:43:36 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:43:38 2023,
set_pressure(pressure=-20; direction=None),Mon Jul 24 14:43:41 2023,
close_valve(channel=0),Mon Jul 24 14:43:42 2023,
set_pressure(pressure=0; direction=2),Mon Jul 24 14:43:43 2023,
dispense(pressure=20),Mon Jul 24 14:43:57 2023,
set_pressure(pressure=20; direction=1),Mon Jul 24 14:43:57 2023,
set_pressure(pressure=0; direction=1),Mon Jul 24 14:43:59 2023,
