Seyonic Pipettor Initializing...,Wed Nov 15 13:04:29 2023,
dispense(pressure=100),Wed Nov 15 13:04:30 2023,
set_pressure(pressure=100; direction=1),Wed Nov 15 13:04:30 2023,
set_pressure(pressure=0; direction=1),Wed Nov 15 13:04:32 2023,
